dataset_label;details;plz;ort;adresse;titel;preis;wohnflaeche;roi_s;roi_i;tage_online;hausgeld;zustand;trend;cashflow;link_immometrica;online_bucket;liquiditaets_malus;audit_kategorie;manual_review_required
Leipzig;https://www.immometrica.com/de/offer/27082126;4177;Lindenau;04177 Leipzig - Lindenau 04177 Leipzig - Lindenau;Charmantes Zuhause in ruhiger Lage – Wohnung mit sonnigem Balkon;148000.0;65.23;5.2;;65.0;270.0;Gepflegt;-;227.42;https://www.immometrica.com/de/offer/27082126;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26581210;4277;Connewitz;Meusdorfer Straße 25, 04277 Leipzig (Connewitz);Gepflegte 2-Zimmer-Wohnung mit Wertsteigerungspotenzial – Perfektes Anlageformat inmitten von Connewitz!;135000.0;50.0;5.2;3.6;108.0;225.0;Vollständig renoviert;gesunken;238.91;https://www.immometrica.com/de/offer/26581210;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27354946;4179;Leutzsch;04179 Leipzig - Leutzsch 04179 Leipzig - Leutzsch;Gemütliche Maisonettewohnung | Balkon | Einbauküche | Duplex-Stellplatz;119000.0;53.0;5.2;;41.0;199.0;Gepflegt;-;252.31;https://www.immometrica.com/de/offer/27354946;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26207982;4159;Leipzig;Christoph-Probst-Str. 5, 04159 Leipzig;++ 4,12 % Rendite: Schicke Kapitalanlage im Norden Leipzigs ++;137000.0;65.0;5.2;4.1;139.0;291.0;Gepflegt;-;201.31;https://www.immometrica.com/de/offer/26207982;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27488437;4318;Leipzig;Mierendorffstr. 11, 04318 Leipzig;2-Zimmer-Wohnung mit Balkon im sanierten Mehrfamilienhaus;135000.0;61.0;5.2;4.4;29.0;285.36;Gepflegt;-;203.91;https://www.immometrica.com/de/offer/27488437;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27583303;4157;Leipzig;Viertelsweg 92, 04157 Leipzig;Wertbeständig wohnen oder investieren – stilvolle 2-Zimmer-Wohnung in Leipzig-Gohlis!;130000.0;55.0;5.2;3.4;21.0;293.79;Gepflegt;-;201.7;https://www.immometrica.com/de/offer/27583303;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27029070;4159;Wahren;04159 Leipzig - Wahren 04159 Leipzig - Wahren;++ 4,12 % Rendite: Schicke Kapitalanlage im Norden Leipzigs ++;137000.0;65.0;5.1;;70.0;291.0;Gepflegt;-;219.69;https://www.immometrica.com/de/offer/27029070;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27038022;4159;Wahren;04159 Wahren, Leipzig;*** Attraktive Kapitalanlage: Vermietete 2-Zimmer-Wohnung mit Balkon und historischem Charme ***;135000.0;60.0;5.1;;69.0;231.0;Saniert;-;217.56;https://www.immometrica.com/de/offer/27038022;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26700908;4155;Gohlis-Süd;Eisenacher Str. 25, 04155 Gohlis-Süd, Leipzig;attraktive 2-R-W mit Balkon und EBK in denkmalgeschütztem  MFH;130000.0;50.0;5.1;3.5;98.0;72.0;Neuwertig;gesunken;265.7;https://www.immometrica.com/de/offer/26700908;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27424582;4179;Leipzig;Engert Strasse 4, 04179 Lindenau, Leipzig;Clever sein und jetzt kaufen - Eigenbedarfsanmeldung möglich;134500.0;50.0;5.1;2.8;34.0;75.0;Gepflegt;-;283.89;https://www.immometrica.com/de/offer/27424582;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26616736;4289;Probstheida;Nieritzstr. 9C, 04289 Leipzig;Vermietete Zwei-Zimmer-Wohnung mit Tiefgaragenstellplatz;139000.0;59.0;5.1;3.9;105.0;289.0;Gepflegt;-;196.05;https://www.immometrica.com/de/offer/26616736;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26249135;4177;Leipzig;Geraer Str. 5, 04177 Leipzig;Lebensgefühl Leipziger Westen – Wohnen in Leipzig-Lindenau/ Plagwitz;110000.0;49.69;5.1;2.8;135.0;;Saniert;-;216.26;https://www.immometrica.com/de/offer/26249135;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/25615123;4356;Seehausen;Seehausener Str.   34, 04356 Seehausen, Leipzig;Top! süßes 1 Zimmerappartement!!!!;80000.0;29.39;5.1;4.4;199.0;178.04;Gepflegt;-;251.1;https://www.immometrica.com/de/offer/25615123;>180 Tage;-30;Grenzfall: attraktive ROI, aber sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27231749;4328;Leipzig;Robert-Mayer-Str. 4, 04328 Leipzig;Attraktive Eigentumswohnung mit Balkon in Leipzig-Paunsdorf;135000.0;61.5;5.1;3.3;52.0;321.71;Saniert;-;189.77;https://www.immometrica.com/de/offer/27231749;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27081908;4159;Leipzig;Stammerstr. 1B, 04159 Leipzig;Top vermietete Eigentumswohnung inkl. TG-Stellplatz;109000.0;49.0;5.1;4.7;65.0;;Gepflegt;-;214.89;https://www.immometrica.com/de/offer/27081908;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26953273;4279;Leipzig;Helenenstr. 44B, 04279 Leipzig;Leipzig lohnt sich! 2 Zimmer, Küche, Bad, Balkon - zum kleinen Preis;117970.0;50.2;5.1;3.1;76.0;;Gepflegt;-;227.93;https://www.immometrica.com/de/offer/26953273;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27706528;4129;Eutritzsch;04129 Leipzig - Eutritzsch 04129 Leipzig - Eutritzsch;Vermietete Eigentumswohnung zum Verkauf;117500.0;52.24;5.1;;10.0;135.0;Gepflegt;-;266.03;https://www.immometrica.com/de/offer/27706528;<14 Tage;0;kein Liquiditätsrisiko;False
Leipzig;https://www.immometrica.com/de/offer/27650216;4159;Wahren;Hopfenbergstraße 14, 04159 Wahren, Leipzig;Ideal f. Eigennutzer! 2 Zi. mit EBK, Balkon, Stellplatz + 50 m² Hobbyraum!;119100.0;45.93;5.1;;15.0;400.0;Gepflegt;-;167.15;https://www.immometrica.com/de/offer/27650216;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27739464;4277;Leipzig;Teichstr. 9, 04277 Leipzig;Hübsche 2-Raum-Wohnung mit Balkon und EBK;124900.0;44.1;5.1;;7.0;134.01;Gepflegt;-;244.31;https://www.immometrica.com/de/offer/27739464;<14 Tage;0;kein Liquiditätsrisiko;False
Leipzig;https://www.immometrica.com/de/offer/27082223;4299;Stötteritz;Papiermühlstraße 1 a, 04299 Leipzig (Stötteritz);Verkauf: 2-Zimmer-Wohnung mit zwei Balkonen in Leipzig-Stötteritz;132000.0;57.6;5.1;4.0;65.0;210.0;Renovierungsbedürftig;-;218.45;https://www.immometrica.com/de/offer/27082223;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27597172;4299;Stötteritz;04299 Leipzig - Stötteritz 04299 Leipzig - Stötteritz;++ 4 % Bruttomietrendite - Vermietete 2-Zimmer-Wohnung in Leipzig Stötteritz ++;129000.0;50.3;5.1;;20.0;112.0;Neuwertig;-;267.52;https://www.immometrica.com/de/offer/27597172;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26693102;4129;Eutritzsch;Haferkornstraße 38, 04129 Eutritzsch, Leipzig;Eigentumswohnung 1 Zimmer, Küche, Bad, Balkon in Eutritzsch;99000.0;43.28;5.1;;99.0;;Renovierungsbedürftig;gesunken;223.17;https://www.immometrica.com/de/offer/26693102;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26262986;4299;Stötteritz;Arnoldstraße 18, 04299 Stötteritz, Leipzig;2 Zimmer ETW in Stötteritz;138000.0;63.26;5.1;3.3;134.0;;Gepflegt;-;187.68;https://www.immometrica.com/de/offer/26262986;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27554717;4249;Großzschocher;Bismarckstr. 33, 04249 Großzschocher, Leipzig;Attraktive Kapitalanlage mit ebenerdigem Tiefgaragenstellplatz;147500.0;63.81;5.1;4.4;23.0;351.58;Gepflegt;-;190.66;https://www.immometrica.com/de/offer/27554717;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27212886;4178;Leipzig;Pestalozzistr. 59, 04178 Leipzig;4,94 % Rendite | vermietete 1-Raum-Wohnung mit Balkon und TG-Stellplatz;85000.0;33.0;5.1;4.9;54.0;146.0;Gepflegt;-;254.96;https://www.immometrica.com/de/offer/27212886;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26759546;4329;Heiterblick;Hermelinplatz 8, 04329 Leipzig;Attraktive Eigentumswohnung mit Aufzug und Balkon mit Süd-Ost-Ausrichtung;119000.0;49.59;5.1;4.5;93.0;226.79;Gepflegt;-;215.57;https://www.immometrica.com/de/offer/26759546;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/25488927;4229;Plagwitz;Einsteinstr. 5, 04229 Plagwitz, Leipzig;Vermietete Eigentumswohnung mit Balkon in Leipzig-Plagwitz;125000.0;51.3;5.1;3.6;212.0;263.88;Vollständig renoviert;-;202.85;https://www.immometrica.com/de/offer/25488927;>180 Tage;-30;Grenzfall: attraktive ROI, aber sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27309259;4229;Schleußig;04229 Leipzig - Schleußig 04229 Leipzig - Schleußig;Charmante Zwei-Zimmerwohnung mit Balkon, optional mit Tiefgaragen-Stellplatz in Schleußig!;130000.0;48.78;5.0;3.7;62.0;201.0;Gepflegt;gesunken;238.04;https://www.immometrica.com/de/offer/27309259;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27501158;4229;Kleinzschocher;04229 Leipzig - Kleinzschocher 04229 Leipzig - Kleinzschocher;++ Parkett, Balkon, Badewanne & Dusche! Charmante 2-Zimmer Wohnung im Leipziger Westen ++;147000.0;64.42;5.0;;28.0;199.0;Gepflegt;-;232.9;https://www.immometrica.com/de/offer/27501158;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27757612;4159;Wahren;Georg-Schumann-Straße 383, 04159 Wahren, Leipzig;Renditeobjekt: Vermietete 2 Zimmer in Wahren - Laminat - Balkon - Auwald ums Eck;109000.0;52.1;5.0;5.0;6.0;257.42;Gepflegt;-;209.89;https://www.immometrica.com/de/offer/27757612;<14 Tage;0;kein Liquiditätsrisiko;False
Leipzig;https://www.immometrica.com/de/offer/27552633;4158;Lindenthal;Am Alten Flugfeld 94, 04158 Lindenthal, Leipzig;2-Zimmer-Wohnung mit Balkon und Stellplatz in Leipzig;119000.0;50.0;5.0;4.5;23.0;242.3;Gepflegt;-;209.61;https://www.immometrica.com/de/offer/27552633;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/13315647;4356;Leipzig;Seehausener Allee 40, 04356 Leipzig;Kapitalanlage - Neubau ETW mit EBK und Terrasse im grünen Seehausen - nahe BMW Werk;96500.0;35.73;5.0;4.4;1511.0;;Modernisiert;-;230.03;https://www.immometrica.com/de/offer/13315647;>180 Tage;-30;Grenzfall: attraktive ROI, aber sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/24140917;4316;Leipzig;Engelsdorfer Str. 140, 04316 Leipzig;Sonnige Aussichten im 2. Stock: Gepflegte 2-Zimmer-Wohnung mit Südbalkon;138000.0;58.0;5.0;2.9;324.0;358.0;Vollständig renoviert;gesunken;166.68;https://www.immometrica.com/de/offer/24140917;>180 Tage;-30;Grenzfall: attraktive ROI, aber sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27020682;4178;Leipzig;Lindenpark 17, 04178 Leipzig;Rentables Schmuckstück  4 % Rendite, moderne 2 Zimmer, großer Balkon, Aufzug, TG, beliebte Wohnlage;128000.0;54.6;5.0;4.0;71.0;;Gepflegt;-;195.96;https://www.immometrica.com/de/offer/27020682;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/24486978;4356;Seehausen;04356 Seehausen, Leipzig;Stilvoll Wohnen in Leipzig-Seehausen: Zwei-Zimmer-Wohnung mit Balkon, EBK, Tiefgarage und Aufzug ;126000.0;54.0;5.0;4.4;290.0;298.0;Gepflegt;gesunken;188.22;https://www.immometrica.com/de/offer/24486978;>180 Tage;-30;Grenzfall: attraktive ROI, aber sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27470768;4288;Leipzig;Alte Gärtnerei 6, 04288 Leipzig;Bezugsfreie 1 Zimmer-Wohnung in angenehmer Lage;89000.0;35.77;5.0;;30.0;;Gepflegt;-;229.45;https://www.immometrica.com/de/offer/27470768;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26610196;4177;Leipzig;Henriettenstr. 8, 04177 Leipzig;Kultur, Kanäle & Kiez – Urbanes Wohnglück im Herzen von Lindenau;123800.0;53.87;5.0;2.7;106.0;;Gepflegt;-;196.4;https://www.immometrica.com/de/offer/26610196;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26864998;4159;Leipzig;Georg-Schumann-Straße 316,04159 Leipzig;* Zukunft sichern: Stylische 2-Zimmer-Wohnung in Leipzig – Dein smartes Investment! *;125000.0;50.69;5.0;;83.0;275.0;Gepflegt;gesunken;194.84;https://www.immometrica.com/de/offer/26864998;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/24243603;4159;Leipzig;Christoph-Probst-Str. 5, 04159 Leipzig;++ 4,12 % Rendite: Schicke Kapitalanlage im Norden Leipzigs ++;137000.0;65.0;5.0;4.1;314.0;291.0;Gepflegt;gesunken;184.31;https://www.immometrica.com/de/offer/24243603;>180 Tage;-30;Grenzfall: attraktive ROI, aber sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27551604;4159;Möckern;04159 Möckern, Leipzig;Attraktive 2-Zimmer-Wohnung mit Balkon in Leipzig-Möckern;115000.0;52.0;5.0;4.1;23.0;216.0;Gepflegt;-;216.12;https://www.immometrica.com/de/offer/27551604;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27561122;4179;Leipzig;Am Tanzplan 5, 04179 Leipzig;Solide investieren in grüner Umgebung ...;130000.0;55.92;5.0;4.4;23.0;358.0;Gepflegt;-;166.7;https://www.immometrica.com/de/offer/27561122;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27246799;4275;Leipzig;Kochstr. 16, 04275 Leipzig;Erdgeschosswohnung mit Terrasse – kompakt & gemütlich;125000.0;47.0;5.0;3.1;51.0;297.94;Saniert;-;167.25;https://www.immometrica.com/de/offer/27246799;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/25843471;4329;Paunsdorf;Hermelinplatz 3, 04329 Leipzig;Ca. 4,4% Rendite in Leipzig: 2-Zimmer-Wohnung mit Loggia, Aufzug & TG-Stellplatz;115000.0;46.31;5.0;4.1;170.0;206.0;Gepflegt;gesunken;211.42;https://www.immometrica.com/de/offer/25843471;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26191408;4329;Heiterblick;04329 Leipzig (Heiterblick);Ihr neues ZuHause in Leipzig;110000.0;46.9;5.0;;140.0;;Gepflegt;-;204.29;https://www.immometrica.com/de/offer/26191408;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27202316;4317;Reudnitz-Thonberg;04317 Leipzig (Reudnitz-Thonberg);Renditeimmobilie mit Balkon am Möbiusplatz;105000.0;43.7;5.0;4.5;55.0;180.0;Gepflegt;gesunken;231.9;https://www.immometrica.com/de/offer/27202316;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27784257;4179;Leipzig;Bischofstr. 4, 04179 Leipzig;vermietete 2-Zimmer-Wohnung mit Balkon (A1726);129900.0;56.64;5.0;;3.0;;Modernisiert;-;206.49;https://www.immometrica.com/de/offer/27784257;<14 Tage;0;kein Liquiditätsrisiko;False
Leipzig;https://www.immometrica.com/de/offer/25795686;4329;Leipzig;Dachsstraße 12, 04329 Heiterblick, Leipzig;Solide Kapitalanlage in gewachsener Wohnlage!!!;99000.0;40.3;5.0;3.5;175.0;245.4;Gepflegt;-;211.17;https://www.immometrica.com/de/offer/25795686;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26800444;4229;Schleußig;Probsteistraße 6, 04229 Schleußig, Leipzig;Kleine Kapitalanage: sanierte 2 Zimmerwohnung in exklusiver Lage in Schleußig!;125000.0;42.47;5.0;3.3;90.0;204.0;Vollständig renoviert;-;210.84;https://www.immometrica.com/de/offer/26800444;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27345224;4158;Lindenthal;Am Alten Flugfeld 94, 04158 Leipzig (Lindenthal);2-Zimmer-Wohnung mit Balkon und Stellplatz in Leipzig;119000.0;50.0;5.0;4.0;41.0;242.3;Gepflegt;gesunken;201.61;https://www.immometrica.com/de/offer/27345224;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26279316;4279;Leipzig;Helenenstr. 44B, 04279 Leipzig;Leipzig! Kleine Dachgeschosswohnung mit Terrasse - ideal für Anleger!;143515.0;61.07;5.0;3.3;139.0;;Saniert;-;195.51;https://www.immometrica.com/de/offer/26279316;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27762396;4316;Leipzig;Paunsdorfer Str. 23, 04316 Leipzig;+++ Lichtdurchflutete 2-Zimmer-Wohnung | Frisch saniert | Sofort bezugsfrei+++;144000.0;53.0;5.0;;5.0;258.3;Modernisiert;-;181.34;https://www.immometrica.com/de/offer/27762396;<14 Tage;0;kein Liquiditätsrisiko;False
Leipzig;https://www.immometrica.com/de/offer/27247244;4178;Leipzig;Pestalozzistr. 61, 04178 Leipzig;Renditeobjekt - vermietete 2-Raum-Wohnung mit Terrasse und TG-Stellplatz;139900.0;61.0;5.0;4.2;51.0;250.0;Gepflegt;-;188.89;https://www.immometrica.com/de/offer/27247244;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27331189;4179;Leipzig;Brehmestr. 13, 04179 Leipzig;2 Zimmer-Wohnung mit Balkon + Tiefgaragen-Stellplatz in Leipzig-Leutzsch;130000.0;59.0;5.0;3.4;43.0;306.13;Gepflegt;-;176.7;https://www.immometrica.com/de/offer/27331189;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26963234;4279;Leipzig;Giebnerstr. 16, 04279 Leipzig;***INTERESSANTE ETW ALS KAPITALANLAGE ODER ZUR EIGENNUTZUNG IN LEIPZIG-DÖLITZ***;147900.0;57.81;4.9;;75.0;117.0;Saniert;gesunken;223.86;https://www.immometrica.com/de/offer/26963234;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27456224;4155;Gohlis-Süd;Elsbethstr. 30, 04155 Leipzig;Historischer Charme trifft auf Kapitalanlage – denkmalgerecht sanierte 2-Zimmer-Wohnung mit Balkon;149000.0;63.0;4.9;;31.0;360.0;Saniert;-;149.78;https://www.immometrica.com/de/offer/27456224;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/25730666;4159;Wahren;04159 Leipzig / Wahren (Wahren);*** Attraktive Kapitalanlage: Vermietete 2-Zimmer-Wohnung mit Balkon und historischem Charme ***;135000.0;60.0;4.9;;181.0;231.0;Vollständig renoviert;gesunken;195.56;https://www.immometrica.com/de/offer/25730666;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27740989;4209;Grünau-Mitte;04209 Grünau-Mitte, Leipzig;2-Zimmer-Wohnung mit Wintergarten in Leipzig-Grünau;135000.0;53.0;4.9;;7.0;;Vollständig renoviert;-;181.19;https://www.immometrica.com/de/offer/27740989;<14 Tage;0;kein Liquiditätsrisiko;False
Leipzig;https://www.immometrica.com/de/offer/25971990;4159;Leipzig;Buchfinkenweg 33, 04159 Leipzig;DENKMAL-FLAIR IM DACHGESCHOSS | Gemütliche 2-Raum-Wohnung mit Balkon in städtischer Lage;120000.0;52.1;4.9;3.2;159.0;178.0;Gepflegt;gesunken;218.98;https://www.immometrica.com/de/offer/25971990;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/19347632;4159;Leipzig;Slevogtstr. 18, 04159 Leipzig;Attraktive Kapitalanlage in Leipzig/Möckern!;114000.0;52.2;4.9;3.6;799.0;;Gepflegt;gesunken;193.75;https://www.immometrica.com/de/offer/19347632;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/25941696;4159;Möckern;04159 Leipzig (Möckern);Sehr gepflegte 2-Zimmer-Wohnung im Jugendstil-Altbau mit Balkon und Keller;145000.0;64.0;4.9;3.6;162.0;344.4;Gepflegt;-;154.29;https://www.immometrica.com/de/offer/25941696;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27349369;4277;Leipzig;Prinz-Eugen-Str. 1, 04277 Leipzig;++ 4,40 % IST-Rendite, Barrierefrei, Aufzug! Vermietetes 1-Zimmer-Apartment in Connewitz ++;109000.0;38.5;4.9;4.4;41.0;103.08;Gepflegt;-;243.89;https://www.immometrica.com/de/offer/27349369;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/21493807;4318;Anger-Crottendorf;Herrnhuter Str. 7, 04318 Anger-Crottendorf, Leipzig;Leipzig. Kapitalanlage. Charmante Zwei-Zimmerwohnung mit Balkon.;119000.0;52.55;4.9;3.4;583.0;241.16;Gepflegt;-;195.61;https://www.immometrica.com/de/offer/21493807;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/26902931;4179;Leipzig;Bischofstr. 21, 04179 Leipzig;Frisch renoviert - 1 Raumwohnung ** Balkon ** neue EBK ** TG **;120000.0;42.0;4.9;;80.0;136.0;Vollständig renoviert;-;225.23;https://www.immometrica.com/de/offer/26902931;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27281498;4179;Leutzsch;Pufendorfstraße 11, 04179 Leutzsch, Leipzig;2 Zimmerwohnung mit Balkon in ruhiger Lage!;140000.0;58.7;4.9;3.2;48.0;307.79;Gepflegt;gesunken;163.43;https://www.immometrica.com/de/offer/27281498;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27337604;4329;Heiterblick;Rotfuchsstr. 11, 04329 Leipzig;Frei und bezugsfertig: Moderne 2-Raum-Wohnung inklusive hochwertiger Einbauküche;140000.0;62.2;4.9;;43.0;338.0;Gepflegt;-;152.43;https://www.immometrica.com/de/offer/27337604;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26406922;4318;Anger-Crottendorf;Gregor- Fuchs- Str. 25, 04318 Anger-Crottendorf, Leipzig;Anger Crottendorf eine 2 Raum Wohnung  zum Verkauf;145000.0;58.91;4.9;3.4;122.0;212.15;Saniert;-;177.65;https://www.immometrica.com/de/offer/26406922;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27760500;4315;Leipzig;04315 Leipzig;Solide Kapitalanlage im Leipziger Osten: Vermietete 1-Zimmer-Wohnung mit Balkon;99500.0;39.0;4.9;;5.0;;Gepflegt;-;208.86;https://www.immometrica.com/de/offer/27760500;<14 Tage;0;kein Liquiditätsrisiko;False
Leipzig;https://www.immometrica.com/de/offer/27393813;4179;Altlindenau;04179 Leipzig - Altlindenau 04179 Leipzig - Altlindenau;INVESTIEREN IN GEFRAGTER LAGE | Solide vermietete 2-Raum-Wohnung mit Balkon;125000.0;47.56;4.9;;37.0;231.0;Gepflegt;-;210.44;https://www.immometrica.com/de/offer/27393813;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26145978;4347;Schönefeld-Abtnaundorf;Ploßstraße 43, 04347 Schönefeld-Abtnaundorf, Leipzig;Lichtdurchflutete Dachgeschosswohnung mit Balkon im sanierten Altbau;110000.0;49.25;4.9;;143.0;294.32;Gepflegt;gesunken;181.26;https://www.immometrica.com/de/offer/26145978;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/27197864;4347;Schönefeld-Abtnaundorf;04347 Leipzig - Schönefeld-Abtnaundorf 04347 Leipzig - Schönefeld-Abtnaundorf;Leipzig Verkauf Single-Wohnung, Tageslichtbad, Wohnküche, Balkon;110000.0;49.33;4.9;;56.0;;Saniert;-;208.62;https://www.immometrica.com/de/offer/27197864;14–60 Tage;-5;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/24001439;4329;Leipzig;Hermelinstr. 4, 04329 Leipzig;Investieren mit Substanz in Leipzig: Vermietete 2-Zimmer-Wohnung;149750.0;63.05;4.8;3.6;338.0;222.76;Saniert;-;178.3;https://www.immometrica.com/de/offer/24001439;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/26941819;4318;Anger-Crottendorf;Mierendorffstr. 11, 04318 Leipzig;Vermietete 2-Zimmer-Wohnung mit Balkon im sanierten Mehrfamilienhaus;135000.0;61.0;4.8;4.4;77.0;285.36;Gepflegt;-;168.9;https://www.immometrica.com/de/offer/26941819;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/25656906;4177;Leipzig;Uhlandstr. 15, 04177 Leipzig;++ 4,13 % Bruttorendite: Vermietete 2RW mit Balkon und Stellplatz ++;119000.0;50.3;4.8;3.8;195.0;275.0;Gepflegt;-;180.61;https://www.immometrica.com/de/offer/25656906;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/23662818;4179;Neulindenau;Gröpplerstraße 100 B, 04179 Neulindenau, Leipzig;**Einzigartiges Loft in ehem. Druckerei – Denkmalgeschützte ETW mit Balkon und STP**;143000.0;57.43;4.8;4.1;371.0;268.0;Saniert;gesunken;166.54;https://www.immometrica.com/de/offer/23662818;>180 Tage;-30;stark prüfen: sehr lange online;True
Leipzig;https://www.immometrica.com/de/offer/27683788;4179;Leipzig;An der Lehde 3, 04179 Leipzig;Ruhige Lage, Balkon & Tageslichtbad: Bezugsfreie 2-Zimmer Wohnung in Leutzsch;147000.0;55.5;4.8;;13.0;398.0;Saniert;-;124.03;https://www.immometrica.com/de/offer/27683788;<14 Tage;0;kein Liquiditätsrisiko;False
Leipzig;https://www.immometrica.com/de/offer/25997988;4159;Wahren;Linkelstraße 2, 04159 Leipzig (Wahren);"Charmante 2-Raum-Wohnung mit Balkon und TG-Stellplatz im exklusiv sanierten ""Wahrener Rundling"" !!";150000.0;60.0;4.8;0.5;156.0;274.0;Modernisiert;gesunken;159.15;https://www.immometrica.com/de/offer/25997988;61–180 Tage;-15;prüfen;False
Leipzig;https://www.immometrica.com/de/offer/26857372;4159;Wahren;Georg-Schumann-Straße 316, 04159 Leipzig (Wahren);* Zukunft sichern: Stylische 2-Zimmer-Wohnung in Leipzig - Dein smartes Investment! *;125000.0;50.7;4.8;;84.0;275.0;Modernisiert;gesunken;172.84;https://www.immometrica.com/de/offer/26857372;61–180 Tage;-15;prüfen;False
